Title,DiscMand,MajorSpendingCategory,Agency,Bureau,Func,SubFunc,O2016,DiscMandAgg,MajSpendAgg,FuncAgg,,AgencyAgg,BureauAgg
Operating expenses,Discretionary,Defense,Department of Homeland Security                                 ,United States Coast Guard,50,54,491,1195950,587551,595863,,,
Salaries and Expenses                                           ,Discretionary,Defense,Department of Homeland Security                                 ,Federal Emergency Management Agency                             ,50,54,73,1195950,587551,595863,,,
Salaries and expenses,Discretionary,Defense,Other Defense Civil Programs                                    ,Selective Service System,50,54,21,1195950,587551,595863,,,
Payment to military retirement fund,Mandatory,Other Spending,Other Defense Civil Programs                                    ,Military Retirement,50,54,79289,2448710,710521,595863,,,
Payment to Department of Defense Medicare-eligible retiree healt,Mandatory,Other Spending,Other Defense Civil Programs                                    ,Retiree Health Care,50,54,3324,2448710,710521,595863,,,
"Federal contributions, DOD retiree health care fund",Mandatory,Other Spending,Other Defense Civil Programs                                    ,Retiree Health Care,50,54,-3324,2448710,710521,595863,,,
"Military retirement, federal contribution",Mandatory,Other Spending,Other Defense Civil Programs                                    ,Military Retirement,50,54,-79289,2448710,710521,595863,,,
Intelligence Community Management Account                       ,Discretionary,Defense,Intelligence Community Management Account                       ,Intelligence Community Management Account                       ,50,54,503,1195950,587551,595863,,,
Military Compensation and Retirement Modernization Commission   ,Discretionary,Defense,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,50,54,4,1195950,587551,595863,,,
Salaries and Expenses                                           ,Discretionary,Defense,Privacy and Civil Liberties Oversight Board                     ,Privacy and Civil Liberties Oversight Board                     ,50,54,17,1195950,587551,595863,,,
Abandoned mine reclamation fund,Discretionary,Nondefense,Department of the Interior                                      ,Office of Surface Mining Reclamation and Enforcement,300,302,32,1195950,608399,40158,,,
"Acquisition, construction, and improvements",Discretionary,Nondefense,Department of Homeland Security                                 ,United States Coast Guard,400,403,1390,1195950,608399,90703,,,
"Acquisition, Construction, and Improvements                     ",Discretionary,Nondefense,Department of Homeland Security                                 ,United States Secret Service,750,751,60,1195950,608399,57711,,,
"Acquisitions, Construction, Improvements and Related Expenses   ",Discretionary,Nondefense,Department of Homeland Security                                 ,Federal Law Enforcement Training Center,750,751,30,1195950,608399,57711,,,
Administrative expenses,Discretionary,Nondefense,Department of Transportation                                    ,Federal Transit Administration,400,401,108,1195950,608399,90703,,,
"Administrative Expenses, Recovery Act                           ",Discretionary,Nondefense,Social Security Administration                                  ,Social Security Administration,650,651,43,1195950,608399,916359,,,
Administrative review and appeals,Discretionary,Nondefense,Department of Justice                                           ,General Administration,750,751,419,1195950,608399,57711,,,
Administrative Support Offices                                  ,Discretionary,Nondefense,Department of Housing and Urban Development                     ,Management and Administration,600,604,450,1195950,608399,519426,,,
Advanced Research Projects Agency--Energy                       ,Discretionary,Nondefense,Department of Energy                                            ,Energy Programs,270,271,243,1195950,608399,4112,,,
Advanced Technology Vehicles Manufacturing Loan Program Account ,Discretionary,Nondefense,Department of Energy                                            ,Energy Programs,270,272,55,1195950,608399,4112,,,
Aeronautics                                                     ,Discretionary,Nondefense,National Aeronautics and Space Administration                   ,National Aeronautics and Space Administration,400,402,641,1195950,608399,90703,,,
African Development Foundation,Discretionary,Nondefense,International Assistance Programs                               ,African Development Foundation,150,151,30,1195950,608399,46041,,,
"Agency for Toxic Substances and Disease Registry, Toxic Substanc",Discretionary,Nondefense,Department of Health and Human Services                         ,Centers for Disease Control and Prevention,550,551,72,1195950,608399,521222,,,
Agency operations and award management                          ,Discretionary,Nondefense,National Science Foundation                                     ,National Science Foundation,250,251,324,1195950,608399,30492,,,
Aging and Disability Services Programs                          ,Discretionary,Nondefense,Department of Health and Human Services                         ,Administration for Community Living                             ,500,506,1796,1195950,608399,106339,,,
Agricultural credit insurance fund program account,Discretionary,Nondefense,Department of Agriculture                                       ,Farm Service Agency,350,351,360,1195950,608399,20992,,,
Agriculture Buildings and Facilities and Rental Payments        ,Discretionary,Nondefense,Department of Agriculture                                       ,Buildings and Facilities                                        ,350,352,70,1195950,608399,20992,,,
Host Country Resident Contractors Separation Liability Fund     ,Mandatory,Other Spending,International Assistance Programs                               ,Peace Corps,150,151,20,2448710,710521,46041,,,
"Gifts and Donations, African Development Foundation             ",Mandatory,Offsetting receipts,International Assistance Programs                               ,African Development Foundation,150,151,-2,2448710,-238286,46041,,,
"Gifts and Donations, African Development Foundation             ",Mandatory,Other Spending,International Assistance Programs                               ,African Development Foundation,150,151,1,2448710,710521,46041,,,
"Expenses, Public Law 480, foreign assistance programs, Agricultu",Mandatory,Other Spending,Department of Agriculture                                       ,Foreign Agricultural Service,150,151,-280,2448710,710521,46041,,,
"Air and Marine Interdiction, Operations, Maintenance, and Procur",Discretionary,Nondefense,Department of Homeland Security                                 ,U.S. Customs and Border Protection                              ,750,751,784,1195950,608399,57711,,,
